surrogate_key,provider_specialty,hcpcs_code,hcpcs_description,year,total_services,total_beneficiaries,total_providers,pct_facility_services,avg_medicare_payment,avg_submitted_charge,avg_medicare_standardized_amount,payment_to_charge_ratio,prior_year_services,yoy_volume_change_pct,prior_year_avg_payment,yoy_payment_change_pct,specialty_avg_payment,specialty_avg_ptcr,payment_vs_specialty_pct,is_payment_outlier,mart_built_at
7c91459309f8a49368a0d5efb334fa02,Orthopedic Surgery,20610,"Joint injection, major",2023,163,71,40,0.4621,252.67,503.64,248.15,0.5017,159,0.0252,247.24,0.022,226.99,0.5012,0.1131,false,2026-03-27T14:04:02.727682
bd8993431aee0746c3f3c6c7dfbba07f,Orthopedic Surgery,29826,Shoulder arthroscopy,2023,56,30,44,0.1909,203.24,412.72,221.41,0.4924,56,0.0,209.89,-0.0317,226.99,0.5012,-0.1046,false,2026-03-27T14:04:02.727699
904f6d152bb0639a7c293fb04e818637,Orthopedic Surgery,27245,Femur fracture treatment,2023,226,100,43,0.5561,237.26,461.51,230.71,0.5141,199,0.1357,226.07,0.0495,226.99,0.5012,0.0452,false,2026-03-27T14:04:02.727715
728803ce8ebaf8df09bc4f253d91072f,Orthopedic Surgery,99213,"Office visit, est patient",2023,222,100,38,0.5608,292.37,573.45,258.24,0.5098,197,0.1269,297.88,-0.0185,226.99,0.5012,0.288,false,2026-03-27T14:04:02.727732
084dbe62a11a9d5a573a36b271fbda05,Orthopedic Surgery,99214,"Office visit, est, moderate",2023,139,60,47,0.3456,212.96,426.92,235.31,0.4988,131,0.0611,209.07,0.0186,226.99,0.5012,-0.0618,false,2026-03-27T14:04:02.727832
5b232522e1f8b0187296192a09480c1a,Orthopedic Surgery,20680,"Hardware removal, deep",2023,85,37,24,0.4342,212.37,419.61,232.73,0.5061,70,0.2143,208.45,0.0188,226.99,0.5012,-0.0644,false,2026-03-27T14:04:02.727873
914ce35206ed8c298f8c151b6286700a,Orthopedic Surgery,29823,"Shoulder arthro, debridement",2023,165,74,36,0.2908,164.82,330.61,178.94,0.4985,178,-0.073,172.26,-0.0432,226.99,0.5012,-0.2739,false,2026-03-27T14:04:02.727895
0b51d1c223296e1cf132246c87f7dab4,Otolaryngology,31231,"Nasal endoscopy, diagnostic",2021,252,134,59,0.3182,77.06,127.91,77.99,0.6025,,,,,94.38,0.6109,-0.1835,false,2026-03-27T14:04:02.727932
2c6ea8360f43b2df4c323e1ff722fefc,Otolaryngology,31256,Nasal endoscopy w/ethmoidectomy,2021,86,47,43,0.4952,144.17,238.66,159.91,0.6041,,,,,94.38,0.6109,0.5275,false,2026-03-27T14:04:02.727951
469d7b5a3e06b9aba78fed5c4f4e1fc4,Otolaryngology,69436,Tympanostomy tube insertion,2021,217,122,69,0.1833,86.29,137.36,85.81,0.6282,,,,,94.38,0.6109,-0.0857,false,2026-03-27T14:04:02.727970
280e0209cce05b8ed4f62a5db4dc49bd,Otolaryngology,42820,Tonsillectomy,2021,194,109,69,0.4597,93.58,153.37,82.85,0.6102,,,,,94.38,0.6109,-0.0085,false,2026-03-27T14:04:02.727999
58af0caa0e3b831ab1ef877fea407778,Otolaryngology,31571,Laryngoscopy w/injection,2021,272,152,48,0.3399,89.4,147.03,82.52,0.608,,,,,94.38,0.6109,-0.0528,false,2026-03-27T14:04:02.728028
1b31304746386d3bc18fa8366c23e1e4,Otolaryngology,30520,Septoplasty,2021,280,150,34,0.3399,90.26,147.41,85.06,0.6123,,,,,94.38,0.6109,-0.0437,false,2026-03-27T14:04:02.728049
5451434714382e5d726d946dc23476e0,Otolaryngology,99214,"Office visit, est, moderate",2021,67,38,61,0.2297,127.6,209.62,132.55,0.6087,,,,,94.38,0.6109,0.352,false,2026-03-27T14:04:02.728073
29b00389381fb66083fa5690409e7e1f,Otolaryngology,92507,Speech therapy,2021,294,159,50,0.195,87.36,144.78,94.04,0.6034,,,,,94.38,0.6109,-0.0744,false,2026-03-27T14:04:02.728091
e98317c93b1c45da90e60acc920d4ac8,Otolaryngology,69210,Cerumen removal,2021,214,114,70,0.329,113.98,185.09,119.66,0.6158,,,,,94.38,0.6109,0.2077,false,2026-03-27T14:04:02.728108
c423dfbe07aade0068643c2a6b94f53f,Otolaryngology,31575,"Laryngoscopy, flexible",2021,219,123,39,0.3853,95.07,154.34,90.21,0.616,,,,,94.38,0.6109,0.0073,false,2026-03-27T14:04:02.728125
e518e176b6d28eb64983e5245cdfb3f1,Otolaryngology,31231,"Nasal endoscopy, diagnostic",2022,275,153,61,0.3332,79.13,133.03,80.08,0.5948,252,0.0913,77.06,0.0269,95.58,0.5974,-0.1721,false,2026-03-27T14:04:02.728148
2ba67772606c959b0820eef0d39eb993,Otolaryngology,31256,Nasal endoscopy w/ethmoidectomy,2022,85,45,45,0.5102,150.8,248.21,167.27,0.6076,86,-0.0116,144.17,0.046,95.58,0.5974,0.5777,false,2026-03-27T14:04:02.728165
94b161c0efc7d34bdaa604597a342879,Otolaryngology,69436,Tympanostomy tube insertion,2022,236,131,71,0.1983,84.7,142.85,84.23,0.593,217,0.0876,86.29,-0.0184,95.58,0.5974,-0.1138,false,2026-03-27T14:04:02.728184
d5aedfd4a6a78d25cfc021201a7808d7,Otolaryngology,42820,Tonsillectomy,2022,202,106,71,0.4747,94.2,159.5,83.4,0.5906,194,0.0412,93.58,0.0066,95.58,0.5974,-0.0144,false,2026-03-27T14:04:02.728200
36a82cebc850ef355ea41f71c9d86a7d,Otolaryngology,31571,Laryngoscopy w/injection,2022,277,160,50,0.3549,91.66,152.91,84.61,0.5994,272,0.0184,89.4,0.0253,95.58,0.5974,-0.041,false,2026-03-27T14:04:02.728224
9550ebd868780b91eaea562b23b27110,Otolaryngology,30520,Septoplasty,2022,270,148,36,0.3549,90.96,153.31,85.72,0.5933,280,-0.0357,90.26,0.0078,95.58,0.5974,-0.0483,false,2026-03-27T14:04:02.728241
ef5b4f41228fdff4c0436a2a66a0ada6,Otolaryngology,99214,"Office visit, est, moderate",2022,75,40,63,0.2447,131.58,218.0,136.68,0.6036,67,0.1194,127.6,0.0312,95.58,0.5974,0.3766,false,2026-03-27T14:04:02.728258
a2e233e46c1e617614250fd46b44e44d,Otolaryngology,92507,Speech therapy,2022,331,174,51,0.21,88.22,150.57,94.96,0.5859,294,0.1259,87.36,0.0098,95.58,0.5974,-0.077,false,2026-03-27T14:04:02.728275
f4b2cc7643d221f80f2bbcb40de2f442,Otolaryngology,69210,Cerumen removal,2022,220,112,72,0.344,115.17,192.49,120.9,0.5983,214,0.028,113.98,0.0104,95.58,0.5974,0.205,false,2026-03-27T14:04:02.728292
9f4aa45f79905fb9f9a6066aa39b0663,Otolaryngology,31575,"Laryngoscopy, flexible",2022,229,118,40,0.4003,97.45,160.52,92.46,0.6071,219,0.0457,95.07,0.025,95.58,0.5974,0.0196,false,2026-03-27T14:04:02.728309
ef60cdf312bcbe3a33f8a14784690e76,Otolaryngology,31231,"Nasal endoscopy, diagnostic",2023,269,150,63,0.3482,81.54,138.14,82.52,0.5902,275,-0.0218,79.13,0.0305,97.24,0.5816,-0.1615,false,2026-03-27T14:04:02.728331
2fd77c7a3b6313731e4224114fd5fd15,Otolaryngology,31256,Nasal endoscopy w/ethmoidectomy,2023,98,51,46,0.5252,154.04,257.75,170.86,0.5976,85,0.1529,150.8,0.0215,97.24,0.5816,0.5841,false,2026-03-27T14:04:02.728348
c2a5b46cd428e9202b056175f5613a61,Otolaryngology,69436,Tympanostomy tube insertion,2023,259,132,73,0.2133,86.94,148.35,86.46,0.5861,236,0.0975,84.7,0.0264,97.24,0.5816,-0.1059,false,2026-03-27T14:04:02.728365
152316386642d62564f75b75967bd19a,Otolaryngology,42820,Tonsillectomy,2023,202,109,73,0.4897,94.79,165.64,83.92,0.5723,202,0.0,94.2,0.0063,97.24,0.5816,-0.0252,false,2026-03-27T14:04:02.728388
b94de815a3a775c312cd61534f82be38,Otolaryngology,31571,Laryngoscopy w/injection,2023,278,162,51,0.3699,92.65,158.8,85.53,0.5834,277,0.0036,91.66,0.0108,97.24,0.5816,-0.0472,false,2026-03-27T14:04:02.728414
2169d3b9ff65733e68eeff8e330809ca,Otolaryngology,30520,Septoplasty,2023,293,168,37,0.3699,93.25,159.21,87.88,0.5857,270,0.0852,90.96,0.0252,97.24,0.5816,-0.041,false,2026-03-27T14:04:02.728444
4cf6feadeb0c3fb11eb337767008bd86,Otolaryngology,99214,"Office visit, est, moderate",2023,77,44,65,0.2597,130.0,226.39,135.04,0.5742,75,0.0267,131.58,-0.012,97.24,0.5816,0.3369,false,2026-03-27T14:04:02.728469
89d4dff1383089748ca1a437cf81918e,Otolaryngology,92507,Speech therapy,2023,345,201,53,0.225,88.4,156.36,95.16,0.5653,331,0.0423,88.22,0.002,97.24,0.5816,-0.0909,false,2026-03-27T14:04:02.728492
376ece6061a8b2381918ba5c3d939544,Otolaryngology,69210,Cerumen removal,2023,259,144,75,0.359,116.78,199.9,122.59,0.5842,220,0.1773,115.17,0.014,97.24,0.5816,0.2009,false,2026-03-27T14:04:02.728513
f1d48ae5b78a5fb2b56bb03795dc7a72,Otolaryngology,31575,"Laryngoscopy, flexible",2023,241,133,41,0.4153,96.13,166.69,91.21,0.5767,229,0.0524,97.45,-0.0135,97.24,0.5816,-0.0114,false,2026-03-27T14:04:02.728530
1933a583c481e9d7b88d012803237776,Pain Management,64493,Lumbar facet joint injection,2021,183,121,72,0.1773,96.15,170.51,105.3,0.5639,,,,,94.9,0.5661,0.0132,false,2026-03-27T14:04:02.728556
cd3ff4b5e365a39ef524e6230a089f90,Pain Management,62323,"Epidural injection, lumbar",2021,338,220,66,0.3939,96.55,169.1,106.75,0.571,,,,,94.9,0.5661,0.0174,false,2026-03-27T14:04:02.728576
78e39c512554f0357941035f3f0ffcb0,Pain Management,64483,Transforaminal epidural,2021,241,154,78,0.2773,107.79,190.61,115.92,0.5655,,,,,94.9,0.5661,0.1358,false,2026-03-27T14:04:02.728594
75d99102ceb5f26154a5bc73d61bdce3,Pain Management,20610,"Joint injection, major",2021,111,68,57,0.3269,86.84,153.58,80.14,0.5654,,,,,94.9,0.5661,-0.0849,false,2026-03-27T14:04:02.728611
616551fe32f803d82e71b8e36b28330a,Pain Management,64635,Radiofrequency ablation,2021,334,208,38,0.4986,118.19,208.89,122.35,0.5658,,,,,94.9,0.5661,0.2454,false,2026-03-27T14:04:02.728628
2f0aed431c2bad0aea2c297d606924e5,Pain Management,99214,"Office visit, est, moderate",2021,184,121,38,0.1706,67.8,119.18,65.02,0.5689,,,,,94.9,0.5661,-0.2856,false,2026-03-27T14:04:02.728644
bb264c5178c56e3f8fc9c27981b9d597,Pain Management,99213,"Office visit, est patient",2021,280,168,69,0.2046,70.81,126.08,72.42,0.5616,,,,,94.9,0.5661,-0.2538,false,2026-03-27T14:04:02.728665
65119501ef812877bb608270c2bf8915,Pain Management,64494,"Lumbar facet joint, add'l level",2021,352,216,52,0.5423,98.36,170.91,88.39,0.5755,,,,,94.9,0.5661,0.0365,false,2026-03-27T14:04:02.728682
2886feb76f77d062ff2a46c0c714bc3e,Pain Management,77003,Fluoroscopic guidance,2021,107,72,69,0.5342,87.3,156.08,86.89,0.5593,,,,,94.9,0.5661,-0.0801,false,2026-03-27T14:04:02.728699
76a58ef1b6b22e8d8f457cfe0aa7da76,Pain Management,62322,"Epidural injection, cervical",2021,254,168,49,0.3476,97.09,172.21,103.06,0.5638,,,,,94.9,0.5661,0.0231,false,2026-03-27T14:04:02.728716
1681c077e8e37deb2418945b2ac68df2,Pain Management,64493,Lumbar facet joint injection,2022,183,108,75,0.1923,96.12,177.33,105.26,0.542,183,0.0,96.15,-0.0003,95.72,0.5503,0.0042,false,2026-03-27T14:04:02.728738
cbf9082ab42f68bd22b5b5d997b023a2,Pain Management,62323,"Epidural injection, lumbar",2022,406,276,69,0.4089,98.61,175.86,109.03,0.5607,338,0.2012,96.55,0.0213,95.72,0.5503,0.0302,false,2026-03-27T14:04:02.728775
792e88f387e5015467cdd2c1b8f9475d,Pain Management,64483,Transforaminal epidural,2022,248,164,81,0.2923,106.96,198.23,115.03,0.5396,241,0.029,107.79,-0.0077,95.72,0.5503,0.1174,false,2026-03-27T14:04:02.728800
7a242223c749ec0caa3719c3a469be66,Pain Management,20610,"Joint injection, major",2022,124,76,59,0.3419,87.35,159.72,80.62,0.5469,111,0.1171,86.84,0.0059,95.72,0.5503,-0.0874,false,2026-03-27T14:04:02.728827
accba201f5a38beb49750d8bab082aec,Pain Management,64635,Radiofrequency ablation,2022,373,222,40,0.5136,118.14,217.25,122.3,0.5438,334,0.1168,118.19,-0.0004,95.72,0.5503,0.2342,false,2026-03-27T14:04:02.728849
e3faefe112211e34c73cb2a6c2efe04a,Pain Management,99214,"Office visit, est, moderate",2022,207,126,40,0.1856,69.45,123.95,66.6,0.5603,184,0.125,67.8,0.0243,95.72,0.5503,-0.2744,false,2026-03-27T14:04:02.728866
d508208901d07d178a3cbe7f5a10c323,Pain Management,99213,"Office visit, est patient",2022,294,178,72,0.2196,71.94,131.12,73.58,0.5487,280,0.05,70.81,0.016,95.72,0.5503,-0.2484,false,2026-03-27T14:04:02.728883
481c57e73193bc616f2dd3018d459b3f,Pain Management,64494,"Lumbar facet joint, add'l level",2022,383,247,55,0.5573,97.53,177.75,87.65,0.5487,352,0.0881,98.36,-0.0084,95.72,0.5503,0.0189,false,2026-03-27T14:04:02.728899
014efaa7ddbbdefc2de95b079443a37b,Pain Management,77003,Fluoroscopic guidance,2022,109,71,72,0.5492,90.23,162.32,89.8,0.5559,107,0.0187,87.3,0.0336,95.72,0.5503,-0.0574,false,2026-03-27T14:04:02.728916
caaaedb42094edff48fcf5e17d20827f,Pain Management,62322,"Epidural injection, cervical",2022,243,152,51,0.3626,99.7,179.1,105.84,0.5567,254,-0.0433,97.09,0.0269,95.72,0.5503,0.0416,false,2026-03-27T14:04:02.728933
a4faf7d5dd03643c9313c9ac6d3ec565,Pain Management,64493,Lumbar facet joint injection,2023,193,120,79,0.2073,97.7,184.16,107.0,0.5306,183,0.0546,96.12,0.0164,96.03,0.5317,0.0174,false,2026-03-27T14:04:02.728957
fd5779961f68bbaf0ba4e73efd0c2a16,Pain Management,62323,"Epidural injection, lumbar",2023,433,290,72,0.4239,95.37,182.62,105.44,0.5222,406,0.0665,98.61,-0.0329,96.03,0.5317,-0.0069,false,2026-03-27T14:04:02.728974
2a1470b7012e520adddf3f52f5e6dd2c,Pain Management,64483,Transforaminal epidural,2023,262,157,85,0.3073,111.14,205.86,119.52,0.5399,248,0.0565,106.96,0.0391,96.03,0.5317,0.1573,false,2026-03-27T14:04:02.728992
58318d7971d88a23bfb1dc70ac176587,Pain Management,20610,"Joint injection, major",2023,152,95,62,0.3569,88.11,165.87,81.32,0.5312,124,0.2258,87.35,0.0087,96.03,0.5317,-0.0825,false,2026-03-27T14:04:02.729009
55289a4a8ca95d58bde4e8cb0d4494d0,Pain Management,64635,Radiofrequency ablation,2023,418,278,42,0.5286,117.82,225.6,121.97,0.5222,373,0.1206,118.14,-0.0027,96.03,0.5317,0.2269,false,2026-03-27T14:04:02.729026
77fcd560ff87b53533e50b32c970345e,Pain Management,99214,"Office visit, est, moderate",2023,244,149,41,0.2006,66.81,128.72,64.07,0.5191,207,0.1787,69.45,-0.038,96.03,0.5317,-0.3043,false,2026-03-27T14:04:02.729042
54115691d5ff31201011f293a6648ddc,Pain Management,99213,"Office visit, est patient",2023,295,179,75,0.2346,73.31,136.17,74.97,0.5384,294,0.0034,71.94,0.019,96.03,0.5317,-0.2366,false,2026-03-27T14:04:02.729067
174d3bdc5353cfa2ab8d6bb4e68d852d,Pain Management,64494,"Lumbar facet joint, add'l level",2023,426,261,57,0.5723,99.39,184.58,89.32,0.5385,383,0.1123,97.53,0.0191,96.03,0.5317,0.035,false,2026-03-27T14:04:02.729092
fc317e3df15dd56c100771ebaccacc6f,Pain Management,77003,Fluoroscopic guidance,2023,132,87,75,0.5642,90.25,168.57,89.82,0.5354,109,0.211,90.23,0.0002,96.03,0.5317,-0.0602,false,2026-03-27T14:04:02.729116
be55e36572775317bbe8247d7e89c687,Pain Management,62322,"Epidural injection, cervical",2023,295,178,53,0.3776,100.34,185.99,106.52,0.5395,243,0.214,99.7,0.0064,96.03,0.5317,0.0449,false,2026-03-27T14:04:02.729137
28211915b5f1de9ff2f947d72e3a5b9c,Plastic Surgery,15260,Full thickness skin graft,2021,50,30,19,0.4276,164.81,293.56,179.07,0.5614,,,,,202.31,0.5621,-0.1854,false,2026-03-27T14:04:02.729160
d3549c15ff31d71f3b3984ac9d6e62ac,Plastic Surgery,15100,Split thickness skin graft,2021,50,30,17,0.4753,247.3,440.7,242.15,0.5611,,,,,202.31,0.5621,0.2224,false,2026-03-27T14:04:02.729179
4e4587912f99932ce8d9ae44e7b9f233,Plastic Surgery,19318,Breast reduction,2021,75,33,24,0.1588,252.03,450.61,237.93,0.5593,,,,,202.31,0.5621,0.2458,false,2026-03-27T14:04:02.729196
c38870a7069f2cbddd5e14185d02fa87,Plastic Surgery,19357,Breast reconstruction,2021,85,39,12,0.2156,189.45,340.19,206.21,0.5569,,,,,202.31,0.5621,-0.0636,false,2026-03-27T14:04:02.729213
cf09ac1e798ca46a8b243e4d40d77f88,Plastic Surgery,15002,"Wound prep, first 100 sq cm",2021,50,30,15,0.4201,178.67,315.45,176.59,0.5664,,,,,202.31,0.5621,-0.1169,false,2026-03-27T14:04:02.729230
e34d212b13e8cfbd4c4f3febf5fd6679,Plastic Surgery,14060,Adjacent tissue transfer,2021,50,30,16,0.2373,197.09,357.53,213.6,0.5512,,,,,202.31,0.5621,-0.0258,false,2026-03-27T14:04:02.729246
dcf95130e227cb2da7dd279e58b9b190,Plastic Surgery,99214,"Office visit, est, moderate",2021,50,30,13,0.3662,178.24,322.28,183.23,0.5531,,,,,202.31,0.5621,-0.119,false,2026-03-27T14:04:02.729263
d411e86424b3e7b8f863d9b295da195a,Plastic Surgery,13132,Complex wound repair,2021,54,30,19,0.292,238.81,423.91,215.39,0.5633,,,,,202.31,0.5621,0.1804,false,2026-03-27T14:04:02.729280
a47295c07e286cd2b13f5e80f416a21e,Plastic Surgery,15240,"Full thickness graft, face",2021,50,30,11,0.4816,180.44,313.24,168.47,0.576,,,,,202.31,0.5621,-0.1081,false,2026-03-27T14:04:02.729297
af0e43818a6b475d0f6080c199ffe98d,Plastic Surgery,15004,"Wound prep, add'l 100 sq cm",2021,50,30,11,0.3663,177.53,310.08,175.14,0.5725,,,,,202.31,0.5621,-0.1225,false,2026-03-27T14:04:02.729314
f5c2f536829cb5b5259fdb5f3b123fbc,Plastic Surgery,15260,Full thickness skin graft,2022,50,30,19,0.4426,167.27,305.3,181.74,0.5479,50,0.0,164.81,0.0149,204.18,0.5462,-0.1808,false,2026-03-27T14:04:02.729335
1cf40faaca9419ab7be98628146c0312,Plastic Surgery,15100,Split thickness skin graft,2022,50,30,17,0.4903,242.62,458.33,237.56,0.5294,50,0.0,247.3,-0.0189,204.18,0.5462,0.1883,true,2026-03-27T14:04:02.729351
d30be68fa67084773b6d81b0fbfc3683,Plastic Surgery,19318,Breast reduction,2022,72,32,24,0.1738,252.16,468.63,238.06,0.5381,75,-0.04,252.03,0.0005,204.18,0.5462,0.235,false,2026-03-27T14:04:02.729369
86ac1689a1e9f1375dcad87ec42b32b8,Plastic Surgery,19357,Breast reconstruction,2022,81,38,13,0.2306,196.4,353.8,213.77,0.5551,85,-0.0471,189.45,0.0367,204.18,0.5462,-0.0381,false,2026-03-27T14:04:02.729385
60ad6fbb65a15a783a9f99323e8a87d9,Plastic Surgery,15002,"Wound prep, first 100 sq cm",2022,50,30,15,0.4351,181.88,328.07,179.77,0.5544,50,0.0,178.67,0.018,204.18,0.5462,-0.1092,false,2026-03-27T14:04:02.729402
0bf91813b126616465f3a912f3944fee,Plastic Surgery,14060,Adjacent tissue transfer,2022,50,30,17,0.2523,203.0,371.83,220.01,0.546,50,0.0,197.09,0.03,204.18,0.5462,-0.0058,false,2026-03-27T14:04:02.729425
6113fc9c7df062fda7b76ac048340d9e,Plastic Surgery,99214,"Office visit, est, moderate",2022,50,30,13,0.3812,185.35,335.17,190.54,0.553,50,0.0,178.24,0.0399,204.18,0.5462,-0.0922,false,2026-03-27T14:04:02.729443
1fdac265610848e173e9725863b27d66,Plastic Surgery,13132,Complex wound repair,2022,53,30,19,0.307,240.67,440.86,217.08,0.5459,54,-0.0185,238.81,0.0078,204.18,0.5462,0.1787,false,2026-03-27T14:04:02.729459
4badb63fdab84e2ad7aa70a582983f35,Plastic Surgery,15240,"Full thickness graft, face",2022,50,30,11,0.4966,178.54,325.77,166.7,0.5481,50,0.0,180.44,-0.0105,204.18,0.5462,-0.1256,false,2026-03-27T14:04:02.729476
4ad4d486c3d1f10760b882e8c6079b4e,Plastic Surgery,15004,"Wound prep, add'l 100 sq cm",2022,50,30,11,0.3813,175.39,322.49,173.02,0.5439,50,0.0,177.53,-0.0121,204.18,0.5462,-0.141,false,2026-03-27T14:04:02.729492
1944261bc10f8d4c7d471acacfbbec5f,Plastic Surgery,15260,Full thickness skin graft,2023,50,30,19,0.4576,166.94,317.05,181.38,0.5266,50,0.0,167.27,-0.002,210.6,0.5397,-0.2073,true,2026-03-27T14:04:02.729515
ab5862c51a0022f3e0aaa59a58eb4bae,Plastic Surgery,15100,Split thickness skin graft,2023,54,30,18,0.5053,257.48,475.96,252.11,0.541,50,0.08,242.62,0.0612,210.6,0.5397,0.2226,false,2026-03-27T14:04:02.729532
355cc4c9ecc3a829304ad1a4ccb4cbc6,Plastic Surgery,19318,Breast reduction,2023,74,35,25,0.1888,265.09,486.66,250.27,0.5447,72,0.0278,252.16,0.0513,210.6,0.5397,0.2587,false,2026-03-27T14:04:02.729552
75641daef7963165f263c36d5b45828b,Plastic Surgery,19357,Breast reconstruction,2023,90,40,13,0.2456,199.55,367.41,217.2,0.5431,81,0.1111,196.4,0.016,210.6,0.5397,-0.0525,false,2026-03-27T14:04:02.729569
b5f3558b6a4f53938f87bd3ef5623a7f,Plastic Surgery,15002,"Wound prep, first 100 sq cm",2023,50,30,16,0.4501,181.15,340.69,179.05,0.5317,50,0.0,181.88,-0.004,210.6,0.5397,-0.1398,false,2026-03-27T14:04:02.729589
8dd55e71a6325a151b4c114ffb10f0e7,Plastic Surgery,14060,Adjacent tissue transfer,2023,50,30,17,0.2673,207.88,386.13,225.3,0.5384,50,0.0,203.0,0.024,210.6,0.5397,-0.0129,false,2026-03-27T14:04:02.729605
63379bd67039fa9ebdfb26ce616d570a,Plastic Surgery,99214,"Office visit, est, moderate",2023,50,30,14,0.3962,187.94,348.06,193.2,0.54,50,0.0,185.35,0.014,210.6,0.5397,-0.1076,false,2026-03-27T14:04:02.729622
5e1850b24213ded5bf5c255acf53027f,Plastic Surgery,13132,Complex wound repair,2023,55,30,19,0.322,249.08,457.82,224.66,0.5441,53,0.0377,240.67,0.0349,210.6,0.5397,0.1827,false,2026-03-27T14:04:02.729639
78616afe18f3d7a68f823ec950276a63,Plastic Surgery,15240,"Full thickness graft, face",2023,50,30,11,0.5116,183.43,338.3,171.26,0.5422,50,0.0,178.54,0.0274,210.6,0.5397,-0.129,false,2026-03-27T14:04:02.729656
1cb9c2332cfc86f9889a61d893006860,Plastic Surgery,15004,"Wound prep, add'l 100 sq cm",2023,50,30,11,0.3963,182.56,334.89,180.1,0.5451,50,0.0,175.39,0.0409,210.6,0.5397,-0.1331,false,2026-03-27T14:04:02.729673
2f2fdc6741dab69c3a24b8a806b7ffb8,Podiatry,11721,"Debridement of nails, 6+",2021,358,262,84,0.4038,52.48,89.06,57.02,0.5892,,,,,63.03,0.5913,-0.1674,false,2026-03-27T14:04:02.729697
feaa6e3504cf6f300ce599ac2a97ed01,Podiatry,11720,"Debridement of nails, 1-5",2021,211,148,64,0.2323,84.01,141.53,88.81,0.5936,,,,,63.03,0.5913,0.3329,false,2026-03-27T14:04:02.729714
c7b717b8bd142152215ddb9f6054a0b4,Podiatry,28285,Hammertoe correction,2021,342,233,99,0.2661,65.02,111.39,65.2,0.5837,,,,,63.03,0.5913,0.0316,false,2026-03-27T14:04:02.729731
36263f8e92e071671028c5ba49833fed,Podiatry,28296,Bunionectomy,2021,346,255,57,0.4366,68.72,116.75,69.8,0.5886,,,,,63.03,0.5913,0.0903,false,2026-03-27T14:04:02.729763
4157696b916868aa6b99cb7e484ab6ff,Podiatry,11042,"Debridement, subcutaneous",2021,458,317,72,0.3902,54.46,91.33,49.27,0.5963,,,,,63.03,0.5913,-0.136,false,2026-03-27T14:04:02.729785
6b58a26ff48f58b9a822789372e84871,Podiatry,99213,"Office visit, est patient",2021,220,162,87,0.4414,73.78,126.52,75.27,0.5832,,,,,63.03,0.5913,0.1706,false,2026-03-27T14:04:02.729802
06b4ef3f82f581763e72a66de78b3659,Podiatry,99214,"Office visit, est, moderate",2021,435,315,61,0.3823,68.85,116.49,64.89,0.591,,,,,63.03,0.5913,0.0923,false,2026-03-27T14:04:02.729820
726aab360a3fcfea561c076704049de8,Podiatry,28470,Metatarsal fracture treatment,2021,472,344,103,0.5126,49.56,83.65,49.65,0.5924,,,,,63.03,0.5913,-0.2137,false,2026-03-27T14:04:02.729836
6b4325cc8214de3285c77b479bb9fedb,Podiatry,11055,Trim skin lesion,2021,409,295,52,0.2114,70.64,117.73,64.2,0.6001,,,,,63.03,0.5913,0.1207,false,2026-03-27T14:04:02.729853
73a3708a3276e9328c9d3bb30d4f435d,Podiatry,28820,"Amputation, toe",2021,437,303,88,0.5189,60.66,101.94,57.56,0.5951,,,,,63.03,0.5913,-0.0376,false,2026-03-27T14:04:02.729871
e4cccdf0050c2483675877a0b4a9b709,Podiatry,11721,"Debridement of nails, 6+",2022,353,251,86,0.4188,54.28,92.62,58.98,0.586,358,-0.014,52.48,0.0343,64.2,0.5783,-0.1545,false,2026-03-27T14:04:02.729906
f33a8fe78ce20650f06461fdde4af2ec,Podiatry,11720,"Debridement of nails, 1-5",2022,243,180,65,0.2473,85.64,147.19,90.54,0.5818,211,0.1517,84.01,0.0194,64.2,0.5783,0.334,false,2026-03-27T14:04:02.729929
90407572cc1b2aedc8e9c6cade8254ce,Podiatry,28285,Hammertoe correction,2022,396,278,102,0.2811,66.42,115.84,66.59,0.5733,342,0.1579,65.02,0.0215,64.2,0.5783,0.0346,false,2026-03-27T14:04:02.729947
b5aa0cf6ef5cde4e41180f5e460a1c13,Podiatry,28296,Bunionectomy,2022,334,256,59,0.4516,70.52,121.42,71.62,0.5808,346,-0.0347,68.72,0.0262,64.2,0.5783,0.0984,false,2026-03-27T14:04:02.729965
18ed6e6e19469d6538a0680036213a4a,Podiatry,11042,"Debridement, subcutaneous",2022,502,357,74,0.4052,54.53,94.99,49.33,0.574,458,0.0961,54.46,0.0013,64.2,0.5783,-0.1506,false,2026-03-27T14:04:02.729982
59270ab78cd0d97439e80bbe4302f94a,Podiatry,99213,"Office visit, est patient",2022,227,176,89,0.4564,75.59,131.58,77.11,0.5744,220,0.0318,73.78,0.0245,64.2,0.5783,0.1774,false,2026-03-27T14:04:02.729998
00f3c04bbaf3310748ceac0433f2f9af,Podiatry,99214,"Office visit, est, moderate",2022,438,307,62,0.3973,70.21,121.15,66.16,0.5795,435,0.0069,68.85,0.0198,64.2,0.5783,0.0936,false,2026-03-27T14:04:02.730020
09536a68b3683d4977f424e07e00b88d,Podiatry,28470,Metatarsal fracture treatment,2022,439,301,105,0.5276,50.29,87.0,50.38,0.578,472,-0.0699,49.56,0.0147,64.2,0.5783,-0.2167,false,2026-03-27T14:04:02.730037
